action_taken,derived_race,derived_ethnicity,applicant_sex,applicant_age,income,debt_to_income_ratio,applicant_credit_score_type,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,loan_type,loan_purpose,lien_status,property_value,occupancy_type,tract_minority_population_percent,aus-1,denial_reason-1
1,White,Not Hispanic or Latino,1,35-44,120.0,44,1,315000.0,60.823,6.75,-0.045,1,1,1,515000,1,26.05,2,10
1,White,Not Hispanic or Latino,1,35-44,277.0,43,3,815000.0,85.0,6.75,0.077,1,1,1,955000,1,47.97,2,10
1,White,Not Hispanic or Latino,2,25-34,112.0,37,1,395000.0,96.5,6.5,0.354,1,1,1,415000,1,26.6,1,10
1,Asian,Not Hispanic or Latino,2,35-44,96.0,40,2,305000.0,80.0,6.625,-0.008,1,1,1,385000,1,25.14,1,10
1,White,Not Hispanic or Latino,1,25-34,139.0,40,3,475000.0,94.99,6.5,0.179,1,1,1,495000,1,20.95,2,10
4,White,Not Hispanic or Latino,2,25-34,302.0,,9,225000.0,,,,1,1,1,,1,20.49,1,10
1,White,Not Hispanic or Latino,1,35-44,163.0,44,3,545000.0,90.0,7.0,0.327,1,1,1,605000,1,25.21,1,10
1,White,Not Hispanic or Latino,2,55-64,103.0,47,2,405000.0,90.0,7.0,0.449,1,1,1,455000,1,21.98,1,10
1,White,Not Hispanic or Latino,1,25-34,171.0,49,1,485000.0,80.0,6.5,-0.324,1,1,1,605000,1,34.1,1,10
1,White,Not Hispanic or Latino,1,35-44,,,2,225000.0,80.0,8.625,2.312,1,1,1,285000,1,38.57,1,10
1,White,Not Hispanic or Latino,1,35-44,,49,1,725000.0,78.508,6.75,-0.446,1,1,1,925000,1,25.57,2,10
1,White,Not Hispanic or Latino,1,35-44,188.0,20%-<30%,3,405000.0,80.0,6.625,-0.151,1,1,1,505000,1,34.1,1,10
1,White,Not Hispanic or Latino,2,35-44,212.0,30%-<36%,1,675000.0,88.0,6.75,0.108,1,1,1,765000,1,34.1,2,10
4,White,Ethnicity Not Available,1,55-64,164.0,,9,335000.0,,,,1,1,1,,1,29.72,1,10
1,White,Not Hispanic or Latino,1,45-54,278.0,30%-<36%,3,425000.0,58.333,6.625,-0.008,1,1,1,725000,1,12.78,1,10
1,White,Not Hispanic or Latino,1,25-34,169.0,20%-<30%,3,405000.0,97.0,7.25,0.401,1,1,1,415000,1,39.18,1,10
1,American Indian or Alaska Native,Hispanic or Latino,2,35-44,73.0,48,3,335000.0,90.927,6.75,0.024,1,1,1,375000,1,21.82,1,10
1,White,Not Hispanic or Latino,2,25-34,202.0,20%-<30%,1,405000.0,96.5,7.25,1.118,2,1,1,415000,1,28.27,3,10
1,White,Not Hispanic or Latino,1,65-74,225.0,49,1,605000.0,80.0,7.5,0.389,1,1,1,755000,1,47.97,2,10
1,Asian,Not Hispanic or Latino,2,35-44,168.0,47,3,365000.0,90.0,7.125,0.434,1,1,1,415000,1,34.55,1,10
5,White,Not Hispanic or Latino,1,45-54,216.0,,9,465000.0,,,,1,1,1,,1,29.72,6,10
1,White,Not Hispanic or Latino,1,45-54,204.0,47,3,625000.0,90.0,7.125,0.244,1,1,1,695000,1,20.49,1,10
1,White,Not Hispanic or Latino,1,35-44,250.0,30%-<36%,2,445000.0,80.0,7.625,0.726,1,1,1,555000,1,26.05,2,10
3,White,Ethnicity Not Available,2,35-44,94.0,50%-60%,1,305000.0,84.857,,,2,1,1,355000,1,53.93,3,6
1,Joint,Not Hispanic or Latino,1,25-34,105.0,47,2,445000.0,80.0,6.875,-0.17,1,1,1,555000,1,29.83,2,10
4,White,Not Hispanic or Latino,1,25-34,,,9,425000.0,,,,1,1,1,,2,20.49,2,10
4,Black or African American,Not Hispanic or Latino,1,55-64,80.0,,9,255000.0,,,,2,1,1,,1,53.93,3,10
1,White,Hispanic or Latino,1,45-54,211.0,<20%,1,55000.0,12.889,7.625,0.828,1,1,1,435000,1,67.62,1,10
1,White,Not Hispanic or Latino,1,25-34,122.0,20%-<30%,3,285000.0,77.839,7.75,0.165,1,1,1,365000,1,28.19,1,10
1,White,Not Hispanic or Latino,2,45-54,91.0,48,1,345000.0,70.0,7.0,-0.03,1,1,1,495000,1,13.87,1,10
1,White,Not Hispanic or Latino,1,25-34,66.0,41,3,235000.0,95.0,7.99,1.016,1,1,1,245000,1,22.13,1,10
1,White,Not Hispanic or Latino,2,25-34,130.0,38,1,295000.0,80.0,7.75,0.041,1,1,1,375000,1,42.03,1,10
1,White,Not Hispanic or Latino,1,<25,91.0,41,2,325000.0,85.0,7.375,-0.107,1,1,1,385000,1,33.23,1,10
1,White,Not Hispanic or Latino,1,25-34,258.0,20%-<30%,1,525000.0,77.612,7.25,0.177,1,1,1,675000,1,21.56,1,10
4,Black or African American,Not Hispanic or Latino,2,35-44,162.0,,9,515000.0,,,,1,1,1,,1,29.83,2,10
1,White,Not Hispanic or Latino,1,35-44,301.0,20%-<30%,3,715000.0,90.0,7.5,0.086,1,1,1,795000,1,39.18,1,10
4,White,Joint,1,45-54,211.0,,9,705000.0,,,,1,1,1,,1,25.21,1,10
1,Asian,Not Hispanic or Latino,1,35-44,185.0,38,2,365000.0,95.0,8.0,0.891,1,1,1,385000,1,86.57,1,10
1,White,Not Hispanic or Latino,2,35-44,117.0,49,2,385000.0,96.5,6.75,-0.073,2,1,1,395000,1,24.38,3,10
1,White,Not Hispanic or Latino,2,45-54,121.0,30%-<36%,2,205000.0,80.0,10.375,3.296,1,1,1,255000,1,38.57,1,10
1,White,Hispanic or Latino,1,45-54,114.0,30%-<36%,1,205000.0,95.0,7.375,0.218,1,1,1,215000,1,33.23,2,10
1,White,Not Hispanic or Latino,1,<25,79.0,50%-60%,2,305000.0,95.161,7.625,0.918,2,1,1,315000,1,46.63,3,10
1,White,Not Hispanic or Latino,2,55-64,169.0,44,1,565000.0,80.0,8.0,0.725,1,1,1,705000,1,24.18,1,10
1,White,Not Hispanic or Latino,1,25-34,109.0,50%-60%,3,365000.0,96.5,8.25,1.554,2,1,1,375000,1,24.18,3,10
1,White,Not Hispanic or Latino,2,25-34,273.0,36,3,545000.0,80.0,7.5,-0.229,1,1,1,675000,1,20.03,1,10
1,White,Not Hispanic or Latino,2,45-54,107.0,36,3,335000.0,80.0,7.75,0.144,1,1,1,425000,1,24.18,2,10
1,White,Not Hispanic or Latino,1,45-54,275.0,39,3,415000.0,68.473,6.75,-0.475,1,1,1,605000,1,18.81,1,10
4,White,Not Hispanic or Latino,2,35-44,1720.0,,9,2995000.0,,,,1,1,1,,2,21.09,6,10
1,White,Not Hispanic or Latino,1,25-34,105.0,44,3,325000.0,96.5,6.625,1.469,2,1,1,335000,1,12.78,3,10
3,White,Ethnicity Not Available,1,35-44,121.0,50%-60%,8,415000.0,90.0,,,2,1,1,455000,1,28.19,6,7
1,White,Hispanic or Latino,1,25-34,78.0,41,8,255000.0,96.139,7.125,,3,1,1,255000,1,42.03,6,10
3,White,Not Hispanic or Latino,2,<25,61.0,48,1,165000.0,96.5,,,2,1,1,165000,1,21.82,6,7
1,Black or African American,Hispanic or Latino,2,35-44,71.0,46,7,305000.0,95.161,7.75,1.338,2,1,1,315000,1,21.09,1,10
1,Asian,Not Hispanic or Latino,1,35-44,185.0,36,7,545000.0,95.0,5.875,-0.241,1,1,1,565000,1,34.93,2,10
1,White,Not Hispanic or Latino,2,35-44,78.0,49,7,285000.0,75.0,7.49,0.21,1,1,1,375000,1,13.87,2,10
6,White,Not Hispanic or Latino,1,8888,155.0,,9,455000.0,,6.875,,2,1,1,465000,1,20.01,6,10
4,White,Ethnicity Not Available,2,25-34,170.0,,9,445000.0,,,,2,1,1,,1,29.37,1,10
6,White,Hispanic or Latino,2,8888,107.0,,9,295000.0,,7.125,,2,1,1,315000,1,30.71,6,10
6,Black or African American,Not Hispanic or Latino,1,8888,102.0,,9,325000.0,,7.5,,2,1,1,355000,1,21.56,6,10
1,Black or African American,Joint,2,35-44,50.0,50%-60%,1,225000.0,89.49,6.125,0.724,2,1,1,245000,1,63.55,3,10
2,White,Not Hispanic or Latino,1,25-34,58.0,41,2,255000.0,80.0,4.25,,1,1,1,315000,1,33.23,2,10
1,White,Hispanic or Latino,2,45-54,98.0,43,3,305000.0,90.0,6.312,0.368,1,1,1,345000,1,20.95,2,10
1,Asian,Not Hispanic or Latino,2,45-54,73.0,49,1,335000.0,95.0,6.625,1.006,1,1,1,355000,1,42.03,1,10
1,White,Not Hispanic or Latino,1,35-44,84.0,50%-60%,3,385000.0,83.89,5.375,0.136,2,1,1,455000,1,21.9,3,10
1,White,Not Hispanic or Latino,2,35-44,138.0,45,1,215000.0,95.0,6.437,0.892,1,1,1,225000,1,25.14,1,10
1,White,Not Hispanic or Latino,2,25-34,135.0,<20%,2,225000.0,75.0,7.125,0.94,1,1,1,295000,3,42.03,1,10
1,Black or African American,Hispanic or Latino,2,35-44,88.0,43,2,315000.0,97.0,6.375,0.381,1,1,1,325000,1,47.97,2,10
4,Black or African American,Not Hispanic or Latino,2,35-44,42.0,,9,725000.0,,,,1,1,1,,1,20.03,1,10
1,Black or African American,Not Hispanic or Latino,1,55-64,86.0,40,3,215000.0,90.0,6.125,0.578,1,1,1,245000,1,42.03,1,10
1,White,Not Hispanic or Latino,1,35-44,105.0,50%-60%,1,375000.0,100.0,7.25,1.125,3,1,1,365000,1,29.72,1,10
1,White,Hispanic or Latino,2,45-54,76.0,40,2,235000.0,63.89,5.99,-0.126,1,1,1,365000,1,29.83,2,10
1,Black or African American,Not Hispanic or Latino,2,25-34,93.0,49,1,355000.0,95.0,6.125,0.383,1,1,1,375000,1,24.38,2,10
1,White,Not Hispanic or Latino,1,25-34,78.0,36,3,255000.0,80.0,6.875,0.396,1,1,1,315000,1,33.23,1,10
1,White,Not Hispanic or Latino,1,35-44,188.0,45,1,635000.0,95.0,6.937,0.559,1,1,1,665000,1,24.18,1,10
1,White,Not Hispanic or Latino,2,25-34,125.0,46,1,515000.0,86.61,7.375,0.76,1,1,1,595000,1,20.01,1,10
1,Asian,Not Hispanic or Latino,1,65-74,157.0,36,3,375000.0,95.0,6.99,0.568,1,1,1,395000,1,24.38,2,10
1,White,Not Hispanic or Latino,1,25-34,69.0,48,3,265000.0,93.4,6.875,0.317,1,1,1,285000,1,29.37,2,10
1,White,Not Hispanic or Latino,2,55-64,77.0,44,1,315000.0,70.0,6.812,0.091,1,1,1,445000,1,25.57,2,10
1,White,Not Hispanic or Latino,2,25-34,186.0,20%-<30%,3,425000.0,80.0,6.99,0.356,1,1,1,525000,1,22.13,2,10
1,White,Joint,1,45-54,145.0,20%-<30%,3,415000.0,65.0,6.5,-0.258,1,1,1,635000,1,25.57,1,10
1,White,Not Hispanic or Latino,1,25-34,54.0,49,3,215000.0,80.0,7.312,0.568,1,1,1,275000,1,42.03,2,10
3,White,Not Hispanic or Latino,2,25-34,157.0,>60%,1,665000.0,90.0,,,1,1,1,745000,1,20.03,1,1
1,White,Not Hispanic or Latino,1,35-44,111.0,30%-<36%,3,215000.0,75.54,6.99,0.651,1,1,1,275000,1,39.09,1,10
1,White,Joint,1,25-34,185.0,43,2,415000.0,95.0,7.437,1.271,1,1,1,445000,1,20.03,2,10
1,White,Hispanic or Latino,2,25-34,70.0,44,1,265000.0,91.23,6.625,-0.062,1,1,1,285000,1,25.21,1,10
1,White,Not Hispanic or Latino,2,35-44,140.0,47,3,435000.0,80.0,7.5,0.474,1,1,1,545000,1,25.21,1,10
1,White,Hispanic or Latino,1,25-34,153.0,46,2,435000.0,96.5,7.25,1.17,2,1,1,445000,1,27.18,3,10
1,Black or African American,Not Hispanic or Latino,1,25-34,170.0,49,3,645000.0,80.0,7.375,0.408,1,1,1,805000,1,18.7,2,10
1,White,Not Hispanic or Latino,2,25-34,40.0,47,2,105000.0,25.32,7.25,0.165,1,1,1,395000,1,31.03,2,10
1,White,Not Hispanic or Latino,1,25-34,99.0,30%-<36%,2,295000.0,96.5,7.125,0.296,2,1,1,295000,1,62.35,3,10
2,White,Not Hispanic or Latino,2,25-34,226.0,<20%,1,305000.0,97.0,7.562,,1,1,1,315000,1,47.97,1,10
3,Asian,Hispanic or Latino,1,35-44,85.0,>60%,7,355000.0,80.0,,,1,1,1,445000,2,20.03,6,1
1,White,Not Hispanic or Latino,1,45-54,204.0,20%-<30%,7,465000.0,80.0,5.125,-0.286,1,1,1,575000,1,13.89,6,10
3,White,Not Hispanic or Latino,2,35-44,440.0,37,1,605000.0,95.0,,,1,1,1,645000,1,21.98,1,4
4,White,Not Hispanic or Latino,1,35-44,209.0,,9,525000.0,,,,3,1,1,,1,21.98,1,10
1,White,Not Hispanic or Latino,2,25-34,150.0,37,1,565000.0,80.0,6.125,-0.31,1,1,1,715000,1,15.57,1,10
1,White,Not Hispanic or Latino,1,35-44,201.0,30%-<36%,1,495000.0,69.062,6.125,0.192,1,1,1,715000,1,24.18,1,10
3,White,Joint,1,<25,97.0,30%-<36%,2,215000.0,95.0,,,1,1,1,225000,1,28.27,1,4
2,White,Not Hispanic or Latino,2,25-34,116.0,30%-<36%,9,355000.0,90.0,6.625,0.152,1,1,1,395000,1,31.03,1,10
5,Black or African American,Not Hispanic or Latino,1,35-44,130.0,,9,215000.0,,,,1,1,1,,1,46.63,1,10
1,White,Hispanic or Latino,2,35-44,158.0,42,3,395000.0,96.5,6.75,0.352,2,1,1,405000,1,18.7,3,10
1,White,Hispanic or Latino,1,65-74,107.0,48,7,375000.0,80.0,6.5,-0.053,1,1,1,465000,1,21.56,1,10
1,Black or African American,Not Hispanic or Latino,2,65-74,56.0,47,7,205000.0,58.651,6.5,0.465,1,1,1,345000,1,24.18,1,10
1,White,Not Hispanic or Latino,1,25-34,217.0,,1111,505000.0,,,,1,1,1,,1,13.87,1111,1111
3,Black or African American,Hispanic or Latino,1,25-34,117.0,50%-60%,2,495000.0,75.0,,,2,1,1,645000,1,47.96,3,9
3,White,Not Hispanic or Latino,1,25-34,194.0,20%-<30%,3,355000.0,82.8235,,,1,1,1,425000,1,20.01,6,9
4,White,Not Hispanic or Latino,2,25-34,157.0,,9,485000.0,,,,1,1,1,,1,22.45,1,10
4,Joint,Not Hispanic or Latino,1,35-44,295.0,,9,465000.0,,,,1,1,1,,1,47.97,1,10
1,White,Not Hispanic or Latino,1,25-34,118.0,43,3,365000.0,95.0,7.5,1.023,1,1,1,385000,1,63.55,1,10
1,White,Ethnicity Not Available,1,65-74,106.0,30%-<36%,7,165000.0,33.197,5.0,0.645,1,1,1,485000,1,20.49,1,10
1,White,Joint,1,35-44,137.0,37,7,375000.0,80.0,3.875,-1.438,1,1,1,475000,1,29.58,1,10
1,White,Not Hispanic or Latino,1,25-34,87.0,30%-<36%,7,265000.0,97.0,5.0,-0.027,1,1,1,275000,1,25.57,1,10
1,White,Not Hispanic or Latino,2,25-34,185.0,20%-<30%,7,335000.0,80.0,4.625,-0.934,1,1,1,425000,1,20.03,6,10
1,White,Not Hispanic or Latino,1,25-34,171.0,20%-<30%,7,415000.0,90.0,6.125,-0.437,1,1,1,465000,1,22.75,1,10
1,White,Not Hispanic or Latino,2,25-34,169.0,20%-<30%,7,335000.0,69.072,4.75,-1.166,1,1,1,485000,1,26.05,1,10
1,White,Not Hispanic or Latino,1,25-34,219.0,20%-<30%,7,495000.0,69.718,5.0,-1.028,1,1,1,715000,1,34.1,1,10
1,White,Not Hispanic or Latino,1,25-34,125.0,43,7,315000.0,79.999,4.75,-1.011,1,1,1,395000,1,42.03,1,10
1,White,Not Hispanic or Latino,1,65-74,108.0,30%-<36%,2,155000.0,43.2,8.5,,1,1,1,345000,1,63.55,6,10
1,White,Not Hispanic or Latino,2,>74,37.0,47,7,75000.0,50.0,6.125,-0.092,1,1,1,155000,1,30.06,1,10
1,White,Not Hispanic or Latino,1,25-34,475.0,30%-<36%,7,445000.0,85.0,6.5,-0.466,1,1,1,525000,2,20.49,1,10
1,White,Not Hispanic or Latino,1,25-34,252.0,30%-<36%,7,625000.0,73.529,5.75,-0.932,1,1,1,855000,1,47.96,1,10
1,White,Not Hispanic or Latino,1,55-64,358.0,30%-<36%,7,385000.0,90.0,5.75,-0.65,1,1,1,435000,1,67.62,1,10
1,White,Not Hispanic or Latino,1,25-34,70.0,40,7,295000.0,95.0,5.875,-0.726,1,1,1,315000,1,16.54,1,10
1,White,Not Hispanic or Latino,1,45-54,276.0,20%-<30%,7,445000.0,80.0,5.625,-0.744,1,1,1,555000,1,20.49,1,10
1,White,Not Hispanic or Latino,1,45-54,99.0,37,7,275000.0,80.0,4.875,-0.855,1,1,1,345000,1,38.24,1,10
1,White,Not Hispanic or Latino,2,55-64,399.0,20%-<30%,7,645000.0,80.0,5.375,-0.97,1,1,1,805000,1,28.84,1,10
3,Black or African American,Not Hispanic or Latino,2,35-44,54.0,>60%,2,265000.0,95.0,,,2,1,1,275000,1,63.55,1,1
1,White,Not Hispanic or Latino,1,45-54,155.0,36,3,305000.0,26.667,7.5,0.467,1,1,1,1125000,1,28.84,1,10
1,Black or African American,Not Hispanic or Latino,1,55-64,147.0,50%-60%,1,675000.0,95.0,5.625,-0.265,2,1,1,695000,1,50.53,1,10
2,White,Ethnicity Not Available,2,35-44,101.0,50%-60%,2,425000.0,96.5,6.75,0.964,2,1,1,435000,1,62.35,1,10
1,White,Not Hispanic or Latino,1,35-44,144.0,36,3,425000.0,73.913,7.25,0.385,1,1,1,575000,1,29.58,1,10
1,White,Hispanic or Latino,2,<25,153.0,50%-60%,3,535000.0,95.0,7.375,1.48,1,1,1,565000,1,16.54,1,10
1,White,Not Hispanic or Latino,2,45-54,180.0,37,1,485000.0,91.65,7.625,1.242,2,1,1,515000,1,20.01,1,10
1,Black or African American,Not Hispanic or Latino,1,45-54,123.0,41,2,335000.0,97.0,7.625,1.291,1,1,1,355000,1,29.72,1,10
1,Black or African American,Not Hispanic or Latino,2,45-54,192.0,39,1,525000.0,87.093,5.0,0.267,1,1,1,595000,1,47.96,2,10
4,2 or more minority races,Not Hispanic or Latino,2,25-34,166.0,,9,505000.0,,,,1,1,1,,1,21.98,6,10
4,2 or more minority races,Not Hispanic or Latino,2,25-34,143.0,,9,505000.0,,,,1,1,1,,1,21.98,2,10
1,White,Not Hispanic or Latino,2,35-44,89.0,20%-<30%,3,185000.0,95.0,6.25,,1,1,1,205000,1,31.03,2,10
1,White,Not Hispanic or Latino,2,25-34,145.0,40,3,525000.0,80.0,6.275,-0.396,1,1,1,655000,1,26.05,2,10
1,White,Not Hispanic or Latino,1,35-44,83.0,40,1,265000.0,80.0,6.125,0.283,1,1,1,335000,1,35.04,2,10
1,White,Not Hispanic or Latino,1,35-44,238.0,20%-<30%,1,485000.0,75.0,6.625,0.325,1,1,1,645000,1,22.75,2,10
1,White,Not Hispanic or Latino,2,25-34,78.0,41,1,315000.0,90.0,5.875,-0.189,1,1,1,345000,1,34.93,1,10
1,Asian,Not Hispanic or Latino,2,25-34,140.0,48,1,255000.0,95.0,6.35,0.322,1,1,1,275000,1,29.37,2,10
1,White,Not Hispanic or Latino,1,45-54,139.0,36,1,345000.0,53.488,6.625,-0.056,1,1,1,645000,1,13.74,1,10
4,White,Not Hispanic or Latino,1,<25,130.0,,9,405000.0,,,,1,1,1,,1,14.22,2,10
1,Black or African American,Hispanic or Latino,1,25-34,119.0,50%-60%,3,445000.0,96.5,6.75,0.573,2,1,1,445000,1,29.72,3,10
1,White,Not Hispanic or Latino,2,25-34,119.0,40,3,355000.0,95.0,6.975,0.507,1,1,1,375000,1,31.03,1,10
4,Black or African American,Not Hispanic or Latino,1,25-34,123.0,,9,345000.0,,,,2,1,1,,1,21.56,3,10
1,Asian,Not Hispanic or Latino,3,35-44,130.0,45,2,465000.0,80.0,6.8,-0.508,1,1,1,585000,1,18.7,2,10
1,Asian,Not Hispanic or Latino,2,45-54,2.0,,3,345000.0,91.064,11.25,,1,1,1,385000,3,34.55,6,10
4,White,Not Hispanic or Latino,1,25-34,532.0,,9,105000.0,,,,1,1,1,,3,13.89,6,10
1,White,Not Hispanic or Latino,1,45-54,0.0,,2,145000.0,88.514,12.625,,1,1,1,165000,3,53.93,6,10
1,White,Not Hispanic or Latino,1,65-74,132.0,30%-<36%,1,325000.0,90.0,6.75,1.151,1,1,1,365000,1,20.49,2,10
7,Black or African American,Not Hispanic or Latino,2,45-54,66.0,50%-60%,1,255000.0,96.662,,,2,1,1,265000,1,80.4,1,7
1,White,Not Hispanic or Latino,1,25-34,351.0,<20%,1,555000.0,80.0,5.3,-0.2622,1,1,1,695000,1,39.18,6,10
1,White,Not Hispanic or Latino,1,35-44,125.0,30%-<36%,1,295000.0,48.75,5.925,-1.0344,1,1,1,605000,1,19.18,6,10
1,Asian,Ethnicity Not Available,1,35-44,258.0,40,3,675000.0,80.0,5.625,-0.5979,1,1,1,845000,1,26.05,6,10
1,White,Ethnicity Not Available,1,25-34,571.0,<20%,1,615000.0,80.0,5.45,-0.1692,1,1,1,775000,1,12.78,6,10
1,White,Not Hispanic or Latino,1,25-34,183.0,36,1,515000.0,68.13,5.375,-1.3262,1,1,1,755000,1,25.57,6,10
1,White,Not Hispanic or Latino,2,35-44,146.0,43,3,375000.0,80.0,5.75,-0.6388,1,1,1,475000,1,25.21,6,10
1,White,Not Hispanic or Latino,1,35-44,207.0,<20%,1,205000.0,30.92,6.65,0.1617,1,1,1,655000,1,47.97,6,10
1,Joint,Not Hispanic or Latino,1,45-54,532.0,20%-<30%,3,605000.0,74.96,5.9,-0.237,1,1,1,815000,1,18.7,6,10
1,White,Not Hispanic or Latino,1,65-74,316.0,44,1,645000.0,75.0,6.4,-0.4238,1,1,1,855000,1,47.96,6,10
1,White,Not Hispanic or Latino,2,65-74,1293.0,30%-<36%,2,905000.0,52.94,6.1,-0.1174,1,1,1,1705000,2,14.83,6,10
1,White,Not Hispanic or Latino,1,25-34,580.0,20%-<30%,1,1335000.0,75.0,5.95,-0.3438,1,1,1,1775000,1,15.57,6,10
1,White,Not Hispanic or Latino,1,35-44,4099.0,20%-<30%,2,5255000.0,60.0,6.1,-0.2963,1,1,1,8755000,2,21.09,6,10
4,White,Not Hispanic or Latino,2,45-54,3446.0,,9,3005000.0,,,,1,1,1,,2,21.09,6,10
8,Black or African American,Not Hispanic or Latino,2,35-44,171.0,20%-<30%,1,355000.0,93.333,5.125,-0.591,1,1,1,375000,1,31.76,1,10
1,Black or African American,Not Hispanic or Latino,1,45-54,206.0,30%-<36%,1,585000.0,90.0,5.0,-1.226,1,1,1,755000,1,20.01,1,10
1,Black or African American,Not Hispanic or Latino,1,25-34,84.0,,3,385000.0,,5.0,-0.904,1,1,1,445000,1,22.13,1,10
8,White,Hispanic or Latino,1,25-34,105.0,41,1,405000.0,88.889,5.0,-1.045,1,1,1,455000,1,25.21,1,10
7,White,Not Hispanic or Latino,2,25-34,105.0,41,3,305000.0,,,,1,1,1,405000,1,31.03,1,7
7,Black or African American,Not Hispanic or Latino,1,45-54,158.0,37,3,345000.0,80.0,,,1,1,1,425000,1,29.72,1,3
7,Black or African American,Not Hispanic or Latino,2,25-34,82.0,>60%,3,245000.0,80.0,,,1,1,1,305000,1,45.01,1,1
2,Asian,Not Hispanic or Latino,2,35-44,127.0,,3,215000.0,,6.625,-0.138,1,1,1,,1,28.27,1,10
4,Black or African American,Ethnicity Not Available,1,45-54,153.0,,9,585000.0,,,,1,1,1,,1,26.6,1,10
4,Black or African American,Not Hispanic or Latino,1,45-54,2747.0,,9,445000.0,,,,1,1,1,,1,25.57,6,10
1,White,Not Hispanic or Latino,1,35-44,143.0,30%-<36%,1,295000.0,46.1,5.325,-0.028,1,1,1,625000,1,34.93,1,10
1,White,Not Hispanic or Latino,2,35-44,203.0,<20%,2,245000.0,80.0,3.99,0.675,1,1,1,305000,1,21.09,6,10
1,White,Not Hispanic or Latino,1,25-34,150.0,30%-<36%,3,385000.0,80.0,4.25,-2.675,1,1,1,485000,1,35.04,6,10
4,Black or African American,Not Hispanic or Latino,1,35-44,64.0,,9,275000.0,,,,2,1,1,,1,29.83,1,10
1,White,Not Hispanic or Latino,1,55-64,68.0,50%-60%,3,305000.0,76.0,6.125,-0.013,1,1,1,405000,1,21.82,2,10
1,White,Not Hispanic or Latino,1,65-74,74.0,45,1,275000.0,72.368,6.5,-0.183,1,1,1,385000,1,34.93,1,10
1,White,Not Hispanic or Latino,2,35-44,205.0,20%-<30%,7,445000.0,80.0,6.375,0.305,1,1,1,565000,1,13.74,2,10
1,White,Not Hispanic or Latino,2,25-34,133.0,45,2,415000.0,90.0,6.875,0.504,1,1,1,455000,1,16.93,2,10
1,Black or African American,Not Hispanic or Latino,1,35-44,113.0,44,3,405000.0,96.5,7.125,1.267,2,1,1,415000,1,27.18,1,10
1,White,Not Hispanic or Latino,1,25-34,65.0,42,1,205000.0,80.0,6.5,0.236,1,1,1,255000,1,35.04,2,10
1,White,Not Hispanic or Latino,2,65-74,213.0,50%-60%,1,585000.0,71.25,6.625,0.48,1,1,1,825000,1,14.22,6,10
1,White,Joint,2,25-34,235.0,39,2,595000.0,95.0,5.25,-0.38,1,1,1,635000,1,26.6,2,10
1,White,Not Hispanic or Latino,2,25-34,142.0,20%-<30%,3,315000.0,88.78,6.625,-0.356,1,1,1,355000,1,29.72,2,10
1,White,Hispanic or Latino,2,25-34,87.0,40,3,235000.0,95.0,7.0,1.237,1,1,1,245000,1,35.04,2,10
1,White,Not Hispanic or Latino,2,35-44,298.0,43,3,635000.0,95.0,7.25,1.7,1,1,1,665000,1,21.56,2,10
1,White,Not Hispanic or Latino,2,55-64,69.0,30%-<36%,3,195000.0,80.0,6.125,-0.006,1,1,1,245000,1,22.13,2,10
1,White,Not Hispanic or Latino,1,25-34,107.0,20%-<30%,3,205000.0,74.07,6.0,-0.287,1,1,1,275000,1,28.27,2,10
5,White,Not Hispanic or Latino,2,65-74,208.0,,9,145000.0,,,,1,1,1,,1,14.22,2,10
4,Black or African American,Not Hispanic or Latino,1,35-44,189.0,,9,445000.0,,,,1,1,1,,1,45.01,2,10
1,White,Not Hispanic or Latino,2,<25,101.0,30%-<36%,2,275000.0,84.62,6.125,-0.198,1,1,1,325000,1,25.14,2,10
1,White,Not Hispanic or Latino,2,45-54,271.0,38,3,485000.0,79.98,7.125,0.508,1,1,1,615000,1,14.22,2,10
1,White,Not Hispanic or Latino,1,55-64,106.0,20%-<30%,1,155000.0,50.16,6.25,-0.32,1,1,1,315000,1,29.83,2,10
1,White,Not Hispanic or Latino,2,25-34,130.0,42,3,335000.0,80.0,7.125,1.235,1,1,1,415000,1,25.21,2,10
1,Asian,Not Hispanic or Latino,1,45-54,332.0,20%-<30%,3,355000.0,59.59,4.625,-0.769,1,1,1,585000,1,30.71,2,10
1,White,Not Hispanic or Latino,1,45-54,169.0,44,2,545000.0,80.0,4.875,-0.51,1,1,1,675000,1,29.72,2,10
1,White,Not Hispanic or Latino,2,35-44,96.0,44,1,325000.0,77.38,5.125,-0.083,1,1,1,425000,1,29.72,2,10
1,White,Not Hispanic or Latino,2,35-44,62.0,42,2,145000.0,38.91,6.5,-0.08,1,1,1,375000,1,29.83,2,10
1,White,Not Hispanic or Latino,2,25-34,195.0,20%-<30%,1,455000.0,80.0,6.375,-0.427,1,1,1,565000,1,34.93,2,10
1,Joint,Not Hispanic or Latino,2,25-34,109.0,30%-<36%,2,315000.0,96.78,7.125,0.942,1,1,1,325000,1,29.37,1,10
1,White,Not Hispanic or Latino,2,25-34,89.0,37,2,265000.0,94.97,6.25,-0.337,1,1,1,285000,1,20.95,2,10
1,White,Not Hispanic or Latino,2,65-74,300.0,39,3,535000.0,78.21,6.0,-0.283,1,1,1,685000,1,14.22,2,10
1,White,Not Hispanic or Latino,1,55-64,158.0,30%-<36%,3,235000.0,79.31,6.125,0.17,1,1,1,295000,1,38.24,2,10
